id,name,category,quantity,price,created_at,updated_at
113,"7'S SEVEN'S XXX RUM",RUM,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
115,"7'S SEVEN'S XXX RUM",RUM,375,290,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
116,"7'S SEVEN'S XXX RUM",RUM,500,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
120,"7 YEARS OLD BLENDED OLD MONK VERY OLD VATTED SPECIAL XXX RUM",RUM,180,250,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
122,"7 YEARS OLD BLENDED OLD MONK VERY OLD VATTED SPECIAL XXX RUM",RUM,375,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
126,"8 PM EXCELLENCY BRANDY",BRANDY,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
127,"8 PM EXCELLENCY BRANDY",BRANDY,375,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
128,"8 PM EXCELLENCY BRANDY",BRANDY,500,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
133,"8 PM RARE BLEND OF INDIAN WHISKY & SCOTCH",WHYSKY,180,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
134,"8 PM RARE BLEND OF INDIAN WHISKY & SCOTCH",WHYSKY,375,300,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
135,"8 PM RARE BLEND OF INDIAN WHISKY & SCOTCH",WHYSKY,500,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
138,"8 PM BERMUDA XXX ORIGINAL CARIBBEAN RUM",RUM,180,130,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
139,"8 PM BERMUDA XXX ORIGINAL CARIBBEAN RUM",RUM,375,240,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
140,"8 PM BERMUDA XXX ORIGINAL CARIBBEAN RUM",RUM,500,290,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
141,"8 PM BERMUDA XXX ORIGINAL CARIBBEAN RUM",RUM,750,470,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
144,"916 BRANDY",BRANDY,1000,490,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
145,"916 BRANDY",BRANDY,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
146,"916 BRANDY",BRANDY,375,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
147,"916 BRANDY",BRANDY,500,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
148,"916 BRANDY",BRANDY,750,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
151,"999 POWER STAR FINE RUM",RUM,180,160,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
152,"999 POWER STAR FINE RUM",RUM,375,300,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
153,"999 POWER STAR FINE RUM",RUM,500,400,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
157,"999 POWER STAR FINE BRANDY",BRANDY,180,190,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
158,"999 POWER STAR FINE BRANDY",BRANDY,375,360,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
159,"999 POWER STAR FINE BRANDY",BRANDY,500,470,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
162,"999 POWER STAR WHITE RUM",RUM,180,180,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
163,"999 POWER STAR WHITE RUM",RUM,375,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
164,"999 POWER STAR WHITE RUM",RUM,500,440,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
166,"A.J XXX RUM",RUM,180,60,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
167,"A.J'S XXX RUM",RUM,750,220,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
169,"AB - 47 BRANDY",BRANDY,180,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
170,"AB - 47 BRANDY",BRANDY,375,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
171,"AB - 47 BRANDY",BRANDY,500,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
172,"AB - 47 BRANDY",BRANDY,750,490,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
174,"AB - 47 XXX RUM",RUM,180,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
175,"AB - 47 XXX RUM",RUM,375,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
176,"AB - 47 XXX RUM",RUM,500,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
177,"AB - 47 XXX RUM",RUM,750,490,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
179,"ABARRANE PREMIUM RUM",RUM,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
180,"ABARRANE PREMIUM RUM",RUM,375,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
181,"ABARRANE PREMIUM RUM",RUM,500,440,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
183,"ABSENT BRANDY",BRANDY,750,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
186,"AC ARISTOCRAT BLK WHISKY",WHYSKY,375,490,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
188,"AC BLACK BRANDY",BRANDY,180,130,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
189,"AC BLACK BRANDY",BRANDY,375,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
190,"AC BLACK BRANDY",BRANDY,500,370,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
193,"AC ROYALE BRANDY",BRANDY,180,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
197,"AC S EK C SABKI EK CH BDY",BRANDY,1000,480,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
198,"AC S EK C SABKI EK CH BDY",BRANDY,375,190,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
199,"AC S EK C SABKI EK CH BDY",BRANDY,750,410,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
200,"AC VSOP BRANDY",BRANDY,1000,490,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
201,"AC VSOP BRANDY",BRANDY,375,230,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
202,"AC VSOP BRANDY",BRANDY,750,430,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
203,"ACADEMY DELUXE XXX RUM",RUM,375,180,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
204,"ACADEMY DELUXE XXX RUM",RUM,500,240,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
205,"ACADEMY DELUXE XXX RUM",RUM,750,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
206,"ACCORD ALBATROSS HI-FLY PREMIUM BEER",BEER,500,120,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
207,"ACCORD ALBATROSS HI-FLY PREMIUM BEER",BEER,650,130,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
209,"ACCORD NO 1 CARRIBEAN RUM",RUM,180,190,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
210,"ACCORD NO 1 CARRIBEAN RUM",RUM,375,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
211,"ACCORD NO 1 CARRIBEAN RUM",RUM,500,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
214,"ACCORD NO.1 FINE BRANDY",BRANDY,180,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
215,"ACCORD NO.1 FINE BRANDY",BRANDY,375,290,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
216,"ACCORD NO.1 FINE BRANDY",BRANDY,500,360,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
219,"ACCORD NO.1 PREMIUM ORANGE VODKA",VODKA,180,130,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
220,"ACCORD NO.1 PREMIUM ORANGE VODKA",VODKA,375,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
221,"ACCORD NO.1 PREMIUM ORANGE VODKA",VODKA,500,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
223,"ACCORD NO.1 STRONG BEER",BEER,650,100,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
225,"ACCORD NO1 PREMIUM ORANGE VODKA",VODKA,180,200,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
226,"ACCORD NO1 PREMIUM ORANGE VODKA",VODKA,375,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
227,"ACCORD NO1 PREMIUM ORANGE VODKA",VODKA,500,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
230,"ACCORD NO1 PREMIUM BRANDY",BRANDY,180,190,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
231,"ACCORD NO1 PREMIUM BRANDY",BRANDY,375,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
232,"ACCORD NO1 PREMIUM BRANDY",BRANDY,500,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
235,"ACCORD NO1 PREMIUM VODKA",VODKA,180,200,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
236,"ACCORD NO1 PREMIUM VODKA",VODKA,375,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
237,"ACCORD NO1 PREMIUM VODKA",VODKA,500,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
239,"ACE GAMBLER RUM",RUM,375,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
241,"ACTIVATOR PURE VANILLA VODKA",VODKA,180,140,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
242,"ACTIVATOR PURE VANILLA VODKA",VODKA,375,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
243,"ACTIVATOR PURE VANILLA VODKA",VODKA,500,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
246,"ADELMAR PREMIUM BRANDY",BRANDY,180,200,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
247,"ADELMAR PREMIUM BRANDY",BRANDY,375,420,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
251,"ADIPOLI DARK RUM",RUM,180,230,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
252,"ADIPOLI DARK RUM",RUM,375,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
253,"ADIPOLI DARK RUM",RUM,500,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
257,"ADIPOLI LEMON RUM RHUM RON",RUM,180,300,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
264,"ADIPOLI WHITE RUM RHUM RON",RUM,180,300,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
270,"ADMIRAL DELUXE BRANDY",BRANDY,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
271,"ADMIRAL DELUXE BRANDY",BRANDY,375,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
272,"ADMIRAL DELUXE BRANDY",BRANDY,500,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
275,"ADMIRE XXX RUM",RUM,1000,370,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
277,"ADMIRE XXX RUM",RUM,375,140,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
278,"ADMIRE XXX RUM",RUM,750,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
283,"AFTER DARK DELUXE WHISKY",WHYSKY,180,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
288,"AGAPE FRENCH GRAPE BRANDY",BRANDY,180,200,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
289,"AGAPE FRENCH GRAPE BRANDY",BRANDY,375,400,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
290,"AGAPE FRENCH GRAPE BRANDY",BRANDY,500,460,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
292,"AGE DE OAK XO PREMIUM BRANDY",BRANDY,180,370,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
296,"AIR MARSHAL VSOP BRANDY",BRANDY,750,400,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
297,"ALCAZAR DE-LUXE QLTY VDKA",VODKA,375,270,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
300,"ALCO PREMIUM BRANDY",BRANDY,180,220,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
301,"ALCO PREMIUM BRANDY",BRANDY,375,400,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
302,"ALCO PREMIUM BRANDY",BRANDY,500,290,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
304,"ALL GOLD CLASSIC VSOP BRANDY",BRANDY,1000,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
305,"ALL GOLD CLASSIC VSOP BRANDY",BRANDY,180,120,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
306,"ALL GOLD CLASSIC VSOP BRANDY",BRANDY,375,240,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
307,"ALL GOLD CLASSIC VSOP BRANDY",BRANDY,500,250,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
308,"ALL GOLD CLASSIC VSOP BRANDY",BRANDY,750,450,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
309,"ALL GOLD MATURED XXX RUM",RUM,1000,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
310,"ALL GOLD MATURED XXX RUM",RUM,180,120,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
311,"ALL GOLD MATURED XXX RUM",RUM,375,240,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
312,"ALL GOLD MATURED XXX RUM",RUM,500,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
313,"ALL GOLD MATURED XXX RUM",RUM,750,440,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
316,"ALL GOLD PREMIUM WHITE RUM",RUM,180,120,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
317,"ALL GOLD PREMIUM WHITE RUM",RUM,375,240,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
318,"ALL GOLD PREMIUM WHITE RUM",RUM,500,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
319,"ALL GOLD PREMIUM WHITE RUM",RUM,750,450,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
320,"ALL GOLD VSOP BRANDY",BRANDY,375,190,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
321,"ALL GOLD VSOP BRANDY",BRANDY,750,370,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
323,"ALL SEASONS GOLDEN COLLECTION RESERVE BRANDY",BRANDY,180,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
328,"ALL SEASONS CONNOISSEUR'S COLLECTION RESERVE WHISKY",WHYSKY,180,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
332,"ALL SEASONS GOLDEN COLLECTION RESERVE WHISKY",WHYSKY,180,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
335,"ALLEXANDER XXX RUM",RUM,180,100,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
336,"ALLEXANDER XXX RUM",RUM,375,200,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
337,"ALLEXANDER XXX RUM",RUM,750,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
339,"ALTIMA VSOP NO.1 BRANDY",BRANDY,180,150,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
340,"ALTIMA VSOP NO.1 BRANDY",BRANDY,375,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
341,"ALTIMA VSOP NO.1 BRANDY",BRANDY,500,350,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
344,"AMADEUS BRANDY",BRANDY,180,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
348,"AMAZON DELUXE XXX RUM",RUM,1000,380,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
350,"AMAZON DELUXE XXX RUM",RUM,375,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
351,"AMAZON DELUXE XXX RUM",RUM,500,210,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
352,"AMAZON DELUXE XXX RUM",RUM,750,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
354,"AMAZON MATURED WHITE RUM",RUM,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
355,"AMAZON MATURED WHITE RUM",RUM,375,320,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
356,"AMAZON MATURED WHITE RUM",RUM,500,390,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
359,"AMBADY PROTOCOL ULTRA DISTILLED VODKA",VODKA,180,250,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
360,"AMBADY PROTOCOL ULTRA DISTILLED VODKA",VODKA,375,480,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
364,"AMBADY PROTOCOL RARE AGED WHISKY",WHYSKY,180,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
369,"AMBADY PROTOCOL RESERVE BRANDY",BRANDY,180,250,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
370,"AMBADY PROTOCOL RESERVE BRANDY",BRANDY,375,500,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
373,"AMERICAN VSOP BRANDY",BRANDY,1000,370,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
374,"AMERICAN VSOP BRANDY",BRANDY,375,140,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
375,"AMERICAN VSOP BRANDY",BRANDY,750,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
376,"AMOR DE GOA PORT WINE",WINE,375,120,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
377,"AMOR DE GOA PORT WINE",WINE,750,220,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
383,"AMRUT CLASSIC XXX RUM",RUM,750,360,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
385,"AMRUT FINE WHITE RUM",RUM,180,80,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
386,"AMRUT FINE WHITE RUM",RUM,375,140,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
387,"AMRUT FINE WHITE RUM",RUM,750,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
393,"AMRUT PORT XXX RUM",RUM,180,140,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
394,"AMRUT PORT XXX RUM",RUM,375,280,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
395,"AMRUT PORT XXX RUM",RUM,500,340,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
397,"AMRUT PRESTIGE BLENDED MALT WHISKY",WHYSKY,180,160,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
398,"AMRUT PRESTIGE BLENDED MALT WHISKY",WHYSKY,375,310,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
399,"AMRUT PRESTIGE BLENDED MALT WHISKY",WHYSKY,500,330,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
402,"AMRUT PRESTIGE FINE WHISKY",WHYSKY,180,170,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
403,"AMRUT PRESTIGE FINE WHISKY",WHYSKY,375,340,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
404,"AMRUT PRESTIGE FINE WHISKY",WHYSKY,500,360,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
407,"AMRUT PRESTIGE SELECT WHISKY",WHYSKY,500,360,"2022-05-11 11:08:20.000000","2022-05-11 11:08:20.000000"
